location,parameter,value,local_time,sensor_lat,sensor_lon
EW_East_Boston,pm25,0.9,2023-07-11 01:57:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-07-11 01:51:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.7,2023-07-11 01:49:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-07-11 01:47:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.6,2023-07-11 01:43:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-07-11 01:41:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-07-11 01:39:03-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-07-11 01:37:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-07-11 01:35:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-07-11 01:33:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-07-11 01:31:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.7,2023-07-11 01:29:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-07-11 01:27:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.5,2023-07-11 01:25:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-07-11 01:23:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-07-11 01:21:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-07-11 01:19:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-07-11 01:17:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.5,2023-07-11 00:37:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-06-28 00:13:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.9,2023-06-28 00:11:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-28 00:09:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.2,2023-06-28 00:07:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-28 00:05:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-28 00:03:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-06-28 00:01:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-06-27 23:59:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.7,2023-06-27 23:57:33-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-06-27 23:55:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.7,2023-06-27 23:53:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.1,2023-06-27 23:51:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.3,2023-06-27 23:49:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.7,2023-06-27 23:47:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 23:43:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.7,2023-06-27 23:41:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-06-27 23:39:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-06-27 23:37:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-06-27 23:35:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.1,2023-06-27 23:33:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.3,2023-06-27 23:31:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 23:27:37-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 23:25:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 23:23:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.4,2023-06-27 23:17:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.2,2023-06-27 23:15:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.9,2023-06-27 23:11:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.7,2023-06-27 23:09:32-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.0,2023-06-27 22:57:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.7,2023-06-27 22:39:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-06-27 22:35:23-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-06-27 22:33:23-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.4,2023-06-27 22:31:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.7,2023-06-27 22:25:17-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.3,2023-06-27 22:21:23-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.8,2023-06-27 22:15:15-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.2,2023-06-27 21:59:16-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.1,2023-06-27 21:57:15-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-06-27 21:55:14-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 21:53:14-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-06-27 21:49:14-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.8,2023-06-27 21:43:14-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.9,2023-06-27 21:33:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 21:29:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.0,2023-06-27 21:27:10-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.8,2023-06-27 21:23:09-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.3,2023-06-27 21:21:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-06-27 21:19:08-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-06-27 21:17:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.3,2023-06-27 21:15:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-06-27 21:13:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-06-27 21:11:11-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.5,2023-06-27 21:09:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.7,2023-06-27 21:05:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.3,2023-06-27 21:03:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.6,2023-06-27 21:01:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-27 20:55:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-06-27 20:51:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.4,2023-06-27 20:47:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.2,2023-06-27 20:43:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-06-27 20:41:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-06-27 20:33:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 20:27:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.6,2023-06-27 20:24:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 20:20:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-06-27 20:18:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.9,2023-06-27 20:14:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.4,2023-06-27 20:13:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.1,2023-06-27 20:10:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-06-27 20:08:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.4,2023-06-27 20:06:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.6,2023-06-27 20:02:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.2,2023-06-27 19:54:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.1,2023-06-27 19:52:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-06-27 19:50:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.4,2023-06-27 19:48:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-06-27 19:46:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.5,2023-06-27 19:44:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.0,2023-06-27 19:42:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.2,2023-06-27 19:30:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-06-27 19:29:19-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.3,2023-06-27 18:57:16-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.8,2023-06-27 18:54:22-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-06-27 18:35:11-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.6,2023-06-27 18:33:09-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.7,2023-06-27 18:29:11-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.8,2023-06-27 18:27:09-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 18:25:09-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.9,2023-06-27 18:23:11-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-27 18:21:13-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 18:09:08-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 18:05:12-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-06-27 18:01:05-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.6,2023-06-27 17:59:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.0,2023-06-27 17:55:08-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.6,2023-06-27 17:53:04-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 17:26:29-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.8,2023-06-27 17:22:30-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.8,2023-06-27 17:20:29-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-06-27 17:18:32-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-06-27 16:37:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 16:35:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.9,2023-06-27 16:34:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,24.8,2023-06-27 16:27:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.7,2023-06-27 14:04:29-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 13:13:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.9,2023-06-27 13:11:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-06-27 13:07:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.1,2023-06-27 13:03:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 13:01:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-27 12:59:47-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-06-27 12:57:47-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.5,2023-06-27 12:55:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-06-27 12:53:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-06-27 12:51:47-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 12:45:45-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 12:41:45-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.0,2023-06-27 12:37:45-04:00,42.36599,-71.03481
EW_East_Boston,pm25,23.6,2023-06-27 12:22:12-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.5,2023-06-27 11:47:39-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.2,2023-06-27 10:49:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.1,2023-06-27 10:48:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-06-27 10:45:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.6,2023-06-27 10:43:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.6,2023-06-27 10:41:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.3,2023-06-27 10:39:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.0,2023-06-27 10:37:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.2,2023-06-27 10:35:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.5,2023-06-27 10:33:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.6,2023-06-27 10:31:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.5,2023-06-27 10:29:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.9,2023-06-27 10:27:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-06-27 10:25:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.7,2023-06-27 10:23:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.6,2023-06-27 10:21:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.0,2023-06-27 10:19:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.4,2023-06-27 10:17:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.5,2023-06-27 10:15:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.8,2023-06-27 10:13:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.4,2023-06-27 10:11:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.5,2023-06-27 10:09:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.5,2023-06-27 10:07:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.2,2023-06-27 10:05:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-06-27 10:03:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.2,2023-06-27 10:01:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.4,2023-06-27 09:59:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.6,2023-06-27 09:57:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.1,2023-06-27 09:55:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.5,2023-06-27 09:54:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.3,2023-06-27 09:51:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.7,2023-06-27 09:47:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-06-27 09:45:51-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.8,2023-06-27 09:43:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.1,2023-06-27 09:41:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,23.3,2023-06-27 09:39:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,29.3,2023-06-27 09:37:50-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.5,2023-06-27 09:24:47-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.8,2023-06-27 09:16:13-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.8,2023-06-27 09:08:11-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.1,2023-06-27 09:06:11-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.7,2023-06-27 08:54:10-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.0,2023-06-27 08:52:09-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.5,2023-06-27 08:50:13-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.2,2023-06-27 08:48:08-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.6,2023-06-27 08:42:09-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.9,2023-06-27 08:40:10-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.6,2023-06-27 08:32:10-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.6,2023-06-27 08:28:10-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-27 08:26:12-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.0,2023-06-27 08:22:08-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.8,2023-06-27 07:56:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.4,2023-06-27 07:54:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.2,2023-06-27 07:50:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-06-27 07:47:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.9,2023-06-27 07:46:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.1,2023-06-27 07:41:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.8,2023-06-27 07:39:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.5,2023-06-27 07:37:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 07:31:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.3,2023-06-27 07:29:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.0,2023-06-27 07:28:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-27 07:25:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-06-27 07:23:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.9,2023-06-27 07:21:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.2,2023-06-27 07:19:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.3,2023-06-27 07:15:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 07:13:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-06-27 07:11:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-06-27 07:09:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 07:07:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-06-27 07:03:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.4,2023-06-27 07:01:51-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.9,2023-06-27 06:57:51-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.5,2023-06-27 06:55:51-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 06:53:50-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.9,2023-06-27 06:51:51-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.4,2023-06-27 06:49:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.7,2023-06-27 06:45:49-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-06-27 06:43:50-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-06-27 06:41:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.0,2023-06-27 06:37:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-06-27 06:33:47-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-06-27 06:31:47-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.7,2023-06-27 06:29:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 06:27:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-06-27 06:25:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-06-27 06:23:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-06-27 06:21:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 06:19:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-06-27 06:17:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-06-27 06:15:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-06-27 06:13:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.3,2023-06-27 06:11:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.9,2023-06-27 06:09:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.9,2023-06-27 06:07:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.8,2023-06-27 06:05:48-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.2,2023-06-27 05:51:46-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.5,2023-06-27 05:47:40-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-06-27 05:45:40-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 05:43:40-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.9,2023-06-27 05:41:41-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.5,2023-06-27 05:39:43-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-06-27 05:33:37-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-06-27 05:31:41-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.4,2023-06-27 05:29:39-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.9,2023-06-27 05:27:37-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 05:25:37-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.4,2023-06-27 05:23:40-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.8,2023-06-27 05:21:37-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.9,2023-06-27 05:19:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-06-27 05:17:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-06-27 05:15:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-06-27 05:13:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-06-27 05:11:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.6,2023-06-27 05:09:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-06-27 05:07:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-06-27 05:05:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-06-27 05:03:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.5,2023-06-27 05:01:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-06-27 04:59:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-06-27 04:57:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.1,2023-06-27 04:55:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 04:53:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-06-27 04:51:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.7,2023-06-27 04:49:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.3,2023-06-27 04:47:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-06-27 04:45:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-06-27 04:43:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.7,2023-06-27 04:41:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-06-27 04:37:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-06-27 04:35:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-06-27 04:33:31-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-06-27 04:31:29-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.9,2023-06-27 04:29:26-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.4,2023-06-27 04:27:27-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-06-27 04:25:27-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-06-27 04:23:31-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.4,2023-06-27 04:21:29-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-06-27 04:17:25-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.8,2023-06-27 04:13:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.6,2023-06-27 04:11:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-06-27 04:09:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.9,2023-06-27 04:05:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.8,2023-06-27 04:01:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.2,2023-06-27 03:59:25-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.5,2023-06-27 03:57:30-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.0,2023-06-27 03:51:26-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.9,2023-06-27 03:47:26-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.2,2023-06-27 03:45:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.2,2023-06-27 03:43:26-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.7,2023-06-27 03:39:25-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.7,2023-06-27 03:37:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.8,2023-06-27 03:35:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.3,2023-06-27 03:33:19-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.7,2023-06-27 03:31:24-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.8,2023-06-27 03:27:20-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.0,2023-06-27 03:25:20-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.5,2023-06-27 02:53:15-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.3,2023-06-27 02:51:16-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.8,2023-06-27 02:24:40-04:00,42.36599,-71.03481
EW_East_Boston,pm25,26.1,2023-06-27 02:22:39-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.6,2023-06-27 02:10:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.9,2023-06-27 02:08:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.6,2023-06-27 02:06:36-04:00,42.36599,-71.03481
EW_East_Boston,pm25,22.9,2023-06-27 02:04:38-04:00,42.36599,-71.03481
EW_East_Boston,pm25,28.6,2023-06-27 02:02:37-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.0,2023-06-27 01:54:34-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.5,2023-06-27 01:48:35-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.2,2023-06-27 01:46:33-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.7,2023-06-27 01:44:33-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.1,2023-06-27 01:42:33-04:00,42.36599,-71.03481
