location,parameter,value,local_time,sensor_lat,sensor_lon
EW_East_Boston,pm25,7.7,2023-05-31 18:44:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-05-31 18:42:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.6,2023-05-31 18:40:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.0,2023-05-31 18:38:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-05-31 18:36:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.4,2023-05-31 18:34:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.5,2023-05-31 18:32:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.1,2023-05-31 18:31:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.9,2023-05-31 18:28:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.0,2023-05-31 18:26:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.3,2023-05-31 18:25:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.6,2023-05-31 18:23:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.3,2023-05-31 18:21:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.4,2023-05-31 18:18:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.2,2023-05-31 18:16:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.1,2023-05-31 18:14:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-05-31 18:11:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.4,2023-05-31 18:09:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.4,2023-05-31 18:07:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.2,2023-05-31 18:04:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.2,2023-05-31 18:02:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.0,2023-05-31 18:01:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.2,2023-05-31 17:58:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.8,2023-05-31 17:56:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,21.3,2023-05-31 17:54:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.6,2023-05-31 17:52:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,21.0,2023-05-31 17:50:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.6,2023-05-31 17:46:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.4,2023-05-31 17:44:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.5,2023-05-31 17:42:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,22.9,2023-05-31 17:38:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,23.5,2023-05-31 17:36:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.7,2023-05-31 17:35:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,21.5,2023-05-31 17:32:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,22.0,2023-05-31 17:30:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,21.3,2023-05-31 17:28:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.6,2023-05-31 17:26:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.2,2023-05-31 17:24:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,21.9,2023-05-31 17:22:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.8,2023-05-31 17:20:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.9,2023-05-31 17:18:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.3,2023-05-31 17:14:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.1,2023-05-31 17:12:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.2,2023-05-31 17:10:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.0,2023-05-31 17:08:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.9,2023-05-31 17:06:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.3,2023-05-31 17:04:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.4,2023-05-31 17:02:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.4,2023-05-31 17:00:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.0,2023-05-31 16:58:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.8,2023-05-31 16:57:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.8,2023-05-31 16:54:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.8,2023-05-31 16:52:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.5,2023-05-31 16:50:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.5,2023-05-31 16:49:01-04:00,42.36599,-71.03481
EW_East_Boston,pm25,20.6,2023-05-31 16:46:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.3,2023-05-31 16:44:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.4,2023-05-31 16:38:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.8,2023-05-31 16:36:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.2,2023-05-31 16:35:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.5,2023-05-31 16:32:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.9,2023-05-31 16:28:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.4,2023-05-31 16:26:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.5,2023-05-31 16:24:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.3,2023-05-31 16:22:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.2,2023-05-31 16:20:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.0,2023-05-31 16:18:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.7,2023-05-31 16:16:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.4,2023-05-31 16:14:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,18.0,2023-05-31 16:12:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.1,2023-05-31 16:10:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.6,2023-05-31 16:08:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.7,2023-05-31 16:06:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.0,2023-05-31 16:04:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.5,2023-05-31 16:02:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.9,2023-05-31 15:58:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.6,2023-05-31 15:56:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.3,2023-05-31 15:54:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-05-31 15:52:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-05-31 15:50:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-05-31 15:48:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.4,2023-05-31 15:46:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,19.3,2023-05-31 15:44:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,17.1,2023-05-31 15:42:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.6,2023-05-31 15:40:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.4,2023-05-31 15:38:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.7,2023-05-31 15:36:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.1,2023-05-31 15:34:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.6,2023-05-31 15:32:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.6,2023-05-31 15:30:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.9,2023-05-31 15:28:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.9,2023-05-31 15:26:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.0,2023-05-31 15:24:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.4,2023-05-31 15:22:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.4,2023-05-31 15:20:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.4,2023-05-31 15:18:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,15.2,2023-05-31 15:16:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.7,2023-05-31 15:14:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.7,2023-05-31 15:12:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.0,2023-05-31 15:10:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,16.4,2023-05-31 15:08:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.0,2023-05-31 15:06:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.6,2023-05-31 15:04:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.7,2023-05-31 15:02:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.9,2023-05-31 15:01:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.0,2023-05-31 14:58:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,14.0,2023-05-31 14:56:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.3,2023-05-31 14:54:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.2,2023-05-31 14:52:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-05-31 14:48:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.0,2023-05-31 14:46:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.3,2023-05-31 14:44:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.3,2023-05-31 14:42:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.8,2023-05-31 14:40:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.4,2023-05-31 14:38:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.4,2023-05-31 14:34:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.6,2023-05-31 14:32:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-05-31 14:30:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.0,2023-05-31 14:28:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.6,2023-05-31 14:26:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.5,2023-05-31 14:24:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-05-31 14:18:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-05-31 14:12:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.0,2023-05-31 14:10:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-05-31 14:08:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.8,2023-05-31 14:04:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.3,2023-05-31 14:02:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-05-31 13:58:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.5,2023-05-31 13:54:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.9,2023-05-31 13:46:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.7,2023-05-31 13:42:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-05-31 13:40:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-05-31 13:38:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-05-31 13:36:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-05-31 13:34:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-05-31 13:32:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-05-31 13:30:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-05-31 13:26:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.0,2023-05-31 13:24:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-05-31 13:22:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.1,2023-05-31 13:20:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.9,2023-05-31 13:18:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-31 13:16:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.3,2023-05-31 13:14:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.6,2023-05-31 13:12:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.2,2023-05-31 13:10:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.1,2023-05-31 13:08:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-31 13:06:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-05-31 13:04:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-31 13:02:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.3,2023-05-31 13:00:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-31 12:58:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-31 12:56:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.9,2023-05-31 12:54:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-31 12:50:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-31 12:48:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-31 12:44:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-31 12:42:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.3,2023-05-31 12:40:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 12:38:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-31 12:36:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 12:34:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 12:32:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-31 12:30:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-31 12:26:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-31 11:44:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-31 11:42:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-31 11:40:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-31 11:38:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 11:36:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-31 11:34:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 11:32:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-31 11:30:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-31 11:28:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 11:26:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.1,2023-05-31 11:24:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-31 11:22:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.9,2023-05-31 11:20:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-31 11:18:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.3,2023-05-31 11:16:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-31 11:14:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.1,2023-05-31 11:12:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-31 11:10:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-31 11:08:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-31 11:04:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-31 11:02:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.3,2023-05-31 11:00:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-31 10:58:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-31 10:56:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.8,2023-05-31 10:54:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-31 10:52:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-31 10:50:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-31 10:48:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-31 10:46:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.9,2023-05-31 10:44:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.9,2023-05-31 10:42:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.2,2023-05-31 10:40:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.1,2023-05-31 10:38:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-05-31 10:36:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-05-31 10:34:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.2,2023-05-31 10:32:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-05-31 10:30:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-05-31 10:28:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.5,2023-05-31 10:26:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.2,2023-05-31 10:24:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-05-31 10:22:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-05-31 10:20:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-05-31 10:18:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-05-31 10:16:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-05-31 10:14:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.6,2023-05-31 10:12:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-05-31 10:10:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.0,2023-05-31 10:08:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-05-31 10:06:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-05-31 10:04:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-05-31 10:02:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-05-31 10:00:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.1,2023-05-31 09:58:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.4,2023-05-31 09:56:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-05-31 09:54:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-05-31 09:52:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-05-31 09:50:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.4,2023-05-31 09:48:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.3,2023-05-31 09:46:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.7,2023-05-31 09:44:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.2,2023-05-31 09:38:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.6,2023-05-31 09:36:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.8,2023-05-31 09:34:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-05-31 09:30:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-05-31 09:28:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-05-31 09:26:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-05-31 09:25:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.9,2023-05-31 09:23:07-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.9,2023-05-31 09:16:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.2,2023-05-31 09:14:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.4,2023-05-31 09:09:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.6,2023-05-31 08:59:06-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.1,2023-05-31 08:56:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.8,2023-05-31 08:54:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.6,2023-05-31 08:53:02-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.9,2023-05-31 08:50:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.0,2023-05-31 08:44:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.9,2023-05-31 08:38:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.7,2023-05-31 08:34:59-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.4,2023-05-31 08:32:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-05-31 08:30:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.9,2023-05-31 08:28:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-05-31 08:26:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.4,2023-05-31 08:24:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.4,2023-05-31 08:22:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.1,2023-05-31 08:20:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-05-31 08:18:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.4,2023-05-31 08:16:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.9,2023-05-31 08:14:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.0,2023-05-31 08:12:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.7,2023-05-31 08:10:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.5,2023-05-31 08:08:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.5,2023-05-31 08:06:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.0,2023-05-31 08:04:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-05-31 08:02:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-05-31 08:00:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-05-31 07:58:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.4,2023-05-31 07:56:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.7,2023-05-31 07:54:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,13.1,2023-05-31 07:52:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.8,2023-05-31 07:50:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.7,2023-05-31 07:48:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.6,2023-05-31 07:46:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.8,2023-05-31 07:44:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.9,2023-05-31 07:42:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.2,2023-05-31 07:40:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.8,2023-05-31 07:38:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.3,2023-05-31 07:36:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,11.5,2023-05-31 07:34:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.6,2023-05-31 07:32:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,12.0,2023-05-31 07:30:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.6,2023-05-31 07:28:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.2,2023-05-31 07:26:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.5,2023-05-31 07:24:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.9,2023-05-31 07:22:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.6,2023-05-31 07:20:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,10.5,2023-05-31 07:18:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-05-31 07:16:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-05-31 07:14:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.5,2023-05-31 07:12:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.5,2023-05-31 07:10:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,9.0,2023-05-31 07:08:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.6,2023-05-31 07:06:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.5,2023-05-31 07:04:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,8.2,2023-05-31 07:02:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-05-31 07:00:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.3,2023-05-31 06:58:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.1,2023-05-31 06:56:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-05-31 06:54:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.7,2023-05-31 06:52:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.1,2023-05-31 06:50:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.9,2023-05-31 06:48:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.8,2023-05-31 06:46:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,7.0,2023-05-31 06:44:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-05-31 06:42:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-05-31 06:41:00-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.5,2023-05-31 06:38:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,6.2,2023-05-31 06:36:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.4,2023-05-31 06:34:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-05-31 06:32:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.7,2023-05-31 06:30:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.8,2023-05-31 06:28:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.9,2023-05-31 06:26:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-05-31 06:24:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.3,2023-05-31 06:22:53-04:00,42.36599,-71.03481
