locationId,location,entity,parameter,value,local_time,sensor_lat,sensor_lon
7001,DP4TH,Governmental Organization,pm25,43.8,2023-06-06 06:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,41.1,2023-06-06 05:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,39.2,2023-06-06 04:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,37.8,2023-06-06 03:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,34.6,2023-06-06 02:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,31.5,2023-06-06 01:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,33.6,2023-06-06 00:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,26.6,2023-06-05 23:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,26.4,2023-06-05 22:00:00-04:00,42.312158,-83.091943
7001,DP4TH,Governmental Organization,pm25,28.3,2023-06-05 21:00:00-04:00,42.312158,-83.091943
2143,DETROIT-SW,Governmental Organization,pm25,68.6,2023-06-06 19:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,16.1,2023-06-06 18:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,15.5,2023-06-06 17:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,20.7,2023-06-06 16:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,22.7,2023-06-06 15:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,26.7,2023-06-06 14:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,29.5,2023-06-06 13:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,30.1,2023-06-06 12:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,36.7,2023-06-06 11:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,48.9,2023-06-06 10:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,48.2,2023-06-06 09:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,47.4,2023-06-06 08:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,49.1,2023-06-06 07:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,46.9,2023-06-06 06:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,43.1,2023-06-06 05:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,39.3,2023-06-06 04:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,38.5,2023-06-06 03:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,36.2,2023-06-06 02:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,34.8,2023-06-06 01:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,30.4,2023-06-06 00:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,30.3,2023-06-05 23:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,27.7,2023-06-05 22:00:00-04:00,42.3042,-83.1072
2143,DETROIT-SW,Governmental Organization,pm25,27.7,2023-06-05 21:00:00-04:00,42.3042,-83.1072
64955,AQSU-WindsorWest-1,Community Organization,pm25,134.5,2023-06-06 19:57:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,136.8,2023-06-06 19:55:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,137.2,2023-06-06 19:53:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,140.2,2023-06-06 19:51:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,138.7,2023-06-06 19:49:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,141.1,2023-06-06 19:47:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,144.6,2023-06-06 19:45:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,143.1,2023-06-06 19:43:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,150.4,2023-06-06 19:39:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,150.9,2023-06-06 19:37:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,149.4,2023-06-06 19:35:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,151.8,2023-06-06 19:33:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,150.8,2023-06-06 19:31:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,155.1,2023-06-06 19:29:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,153.4,2023-06-06 19:27:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,157.6,2023-06-06 19:25:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,156.1,2023-06-06 19:23:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,155.0,2023-06-06 19:21:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,132.7,2023-06-06 19:17:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,124.6,2023-06-06 19:15:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,110.4,2023-06-06 19:13:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,93.1,2023-06-06 19:11:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,82.8,2023-06-06 19:09:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,76.1,2023-06-06 19:07:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,68.0,2023-06-06 19:05:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,64.2,2023-06-06 19:03:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,56.1,2023-06-06 19:01:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,51.3,2023-06-06 18:59:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,48.4,2023-06-06 18:57:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,44.4,2023-06-06 18:55:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,35.5,2023-06-06 18:53:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,31.4,2023-06-06 18:51:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.4,2023-06-06 18:49:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.9,2023-06-06 18:47:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.8,2023-06-06 18:45:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.9,2023-06-06 18:43:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,26.2,2023-06-06 18:41:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.3,2023-06-06 18:39:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.6,2023-06-06 18:37:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.1,2023-06-06 18:35:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,24.3,2023-06-06 18:33:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,22.6,2023-06-06 18:31:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,21.8,2023-06-06 18:29:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.6,2023-06-06 18:27:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,22.0,2023-06-06 18:25:35-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,21.4,2023-06-06 18:23:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.4,2023-06-06 18:21:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.8,2023-06-06 18:19:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.0,2023-06-06 18:17:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.3,2023-06-06 18:15:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.3,2023-06-06 18:13:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,17.8,2023-06-06 18:11:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.2,2023-06-06 18:09:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.3,2023-06-06 18:07:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.5,2023-06-06 18:05:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.9,2023-06-06 18:03:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.1,2023-06-06 18:01:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.9,2023-06-06 17:59:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.4,2023-06-06 17:57:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.5,2023-06-06 17:55:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.4,2023-06-06 17:51:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.7,2023-06-06 17:49:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,13.7,2023-06-06 17:47:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,12.9,2023-06-06 17:45:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,12.6,2023-06-06 17:43:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,13.5,2023-06-06 17:41:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,14.3,2023-06-06 17:39:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.6,2023-06-06 17:37:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.5,2023-06-06 17:35:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,15.9,2023-06-06 17:33:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.0,2023-06-06 17:31:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,17.6,2023-06-06 17:29:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,17.8,2023-06-06 17:27:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,16.8,2023-06-06 17:25:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.8,2023-06-06 17:23:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.6,2023-06-06 17:21:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.0,2023-06-06 17:19:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,21.2,2023-06-06 17:17:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,22.6,2023-06-06 17:15:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.4,2023-06-06 17:13:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,21.8,2023-06-06 17:11:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,21.8,2023-06-06 17:09:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,22.1,2023-06-06 17:07:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,21.1,2023-06-06 17:05:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.0,2023-06-06 17:03:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.4,2023-06-06 17:01:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.5,2023-06-06 16:57:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.0,2023-06-06 16:55:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.0,2023-06-06 16:51:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.8,2023-06-06 16:49:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.2,2023-06-06 16:47:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.8,2023-06-06 16:45:32-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.9,2023-06-06 16:43:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.5,2023-06-06 16:41:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.4,2023-06-06 16:39:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,18.9,2023-06-06 16:37:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,19.9,2023-06-06 16:35:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,20.7,2023-06-06 16:33:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,23.4,2023-06-06 16:31:34-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,22.9,2023-06-06 16:29:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,23.9,2023-06-06 16:27:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,24.5,2023-06-06 16:25:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.9,2023-06-06 16:23:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.3,2023-06-06 16:21:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.2,2023-06-06 16:19:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.2,2023-06-06 16:17:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.0,2023-06-06 16:13:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.7,2023-06-06 16:11:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.8,2023-06-06 16:09:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.6,2023-06-06 16:07:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.3,2023-06-06 16:05:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.6,2023-06-06 16:03:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,30.2,2023-06-06 16:01:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,31.5,2023-06-06 15:59:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.5,2023-06-06 15:57:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.7,2023-06-06 15:55:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.4,2023-06-06 15:53:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,26.7,2023-06-06 15:51:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.0,2023-06-06 15:49:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.2,2023-06-06 15:47:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.0,2023-06-06 15:45:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.9,2023-06-06 15:43:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.6,2023-06-06 15:41:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.6,2023-06-06 15:39:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.7,2023-06-06 15:35:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.6,2023-06-06 15:33:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,30.1,2023-06-06 15:29:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,30.0,2023-06-06 15:27:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.3,2023-06-06 15:25:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.5,2023-06-06 15:23:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.3,2023-06-06 15:19:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,26.9,2023-06-06 15:17:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,25.1,2023-06-06 15:15:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.3,2023-06-06 15:13:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.8,2023-06-06 15:11:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,27.6,2023-06-06 15:09:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.3,2023-06-06 15:07:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.2,2023-06-06 15:05:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.0,2023-06-06 15:03:33-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,28.8,2023-06-06 15:01:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.0,2023-06-06 14:59:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.9,2023-06-06 14:57:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.3,2023-06-06 14:55:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,30.4,2023-06-06 14:53:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.2,2023-06-06 14:51:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,29.9,2023-06-06 14:49:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,30.3,2023-06-06 14:47:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,31.1,2023-06-06 14:45:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.3,2023-06-06 14:43:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,31.5,2023-06-06 14:41:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.2,2023-06-06 14:39:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.8,2023-06-06 14:37:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.0,2023-06-06 14:35:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,31.9,2023-06-06 14:33:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.0,2023-06-06 14:31:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,31.7,2023-06-06 14:29:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.9,2023-06-06 14:27:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.5,2023-06-06 14:25:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.3,2023-06-06 14:21:31-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,33.4,2023-06-06 14:19:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,34.7,2023-06-06 14:15:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.6,2023-06-06 14:13:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,33.0,2023-06-06 14:11:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,33.0,2023-06-06 14:09:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,32.7,2023-06-06 14:07:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,34.6,2023-06-06 14:03:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,34.9,2023-06-06 14:01:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,35.1,2023-06-06 13:59:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,35.6,2023-06-06 13:57:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,35.8,2023-06-06 13:55:30-04:00,42.29289,-83.073135
64955,AQSU-WindsorWest-1,Community Organization,pm25,35.3,2023-06-06 13:53:30-04:00,42.29289,-83.073135
